"Order","Family","Genus","species","binom","haploid.num","chromosome"
"Hymenoptera","Apidae","Bombus","atratus","Bombus atratus",20,"mono"
"Hymenoptera","Apidae","Bombus","morio","Bombus morio",20,"mono"
"Hymenoptera","Apidae","Bombus","deuteronymus maruhanabachi","Bombus deuteronymus maruhanabachi",23,"mono"
"Hymenoptera","Apidae","Euglossa","hyacinthina","Euglossa hyacinthina",20,"mono"
"Hymenoptera","Apidae","Euglossa","cyanaspis","Euglossa cyanaspis",21,"mono"
"Hymenoptera","Apidae","Euglossa","sp.","Euglossa sp.",21,"mono"
"Hymenoptera","Apidae","Exomalopsis","sp.","Exomalopsis sp.",8,"mono"
"Hymenoptera","Apidae","Exomalopsis","aureopilosa","Exomalopsis aureopilosa",9,"mono"
"Hymenoptera","Apidae","Hypotrigona","braunsi","Hypotrigona braunsi",14,"mono"
"Hymenoptera","Apidae","Hypotrigona","gribodoi","Hypotrigona gribodoi",14,"mono"
"Hymenoptera","Apidae","Isepeolus","viperinus","Isepeolus viperinus",16,"mono"
"Hymenoptera","Apidae","Melipona","asilvae ","Melipona asilvae ",9,"mono"
"Hymenoptera","Apidae","Melipona","bicolor bicolor ","Melipona bicolor bicolor ",9,"mono"
"Hymenoptera","Apidae","Melipona","capixaba","Melipona capixaba",9,"mono"
"Hymenoptera","Apidae","Melipona","compressipes ","Melipona compressipes ",9,"mono"
"Hymenoptera","Apidae","Melipona","compressipes manaosensis","Melipona compressipes manaosensis",9,"mono"
"Hymenoptera","Apidae","Melipona","crinita","Melipona crinita",9,"mono"
"Hymenoptera","Apidae","Melipona","favosa","Melipona favosa",9,"mono"
"Hymenoptera","Apidae","Melipona","interrupta fasciculata","Melipona interrupta fasciculata",9,"mono"
"Hymenoptera","Apidae","Melipona","mandacaia","Melipona mandacaia",9,"mono"
"Hymenoptera","Apidae","Melipona","marginata ","Melipona marginata ",9,"mono"
"Hymenoptera","Apidae","Melipona","marginata marginata","Melipona marginata marginata",9,"mono"
"Hymenoptera","Apidae","Melipona","mondury","Melipona mondury",9,"mono"
"Hymenoptera","Apidae","Melipona","nigra","Melipona nigra",9,"mono"
"Hymenoptera","Apidae","Melipona","quadrifasciata","Melipona quadrifasciata",9,"mono"
"Hymenoptera","Apidae","Melipona","rufiventris","Melipona rufiventris",9,"mono"
"Hymenoptera","Apidae","Melipona","scutellaris","Melipona scutellaris",9,"mono"
"Hymenoptera","Apidae","Melipona","subnitida","Melipona subnitida",9,"mono"
"Hymenoptera","Apidae","Melipona","quinquefasciata","Melipona quinquefasciata",14,"mono"
"Hymenoptera","Apidae","Meliponula","bocandei","Meliponula bocandei",18,"mono"
"Hymenoptera","Apidae","Nannotrigona","sp.1"," Nannotrigona sp.1",17,"mono"
"Hymenoptera","Apidae","Nannotrigona","testaceicornis"," Nannotrigona testaceicornis",17,"mono"
"Hymenoptera","Apidae","Nannotrigona","sp.","Nannotrigona sp.",17,"mono"
"Hymenoptera","Apidae","Nannotrigona","testaceicornis","Nannotrigona testaceicornis",17,"mono"
"Hymenoptera","Apidae","Plebeia","sp.1","Plebeia sp.1",17,"mono"
"Hymenoptera","Apidae","Plebeia","denoiti","Plebeia denoiti",18,"mono"
"Hymenoptera","Apidae","Plebeia","droryana","Plebeia droryana",18,"mono"
"Hymenoptera","Apidae","Plebeia","emerina","Plebeia emerina",18,"mono"
"Hymenoptera","Apidae","Plebeia","remota","Plebeia remota",18,"mono"
"Hymenoptera","Apidae","Plebeia","subnuda","Plebeia subnuda",18,"mono"
"Hymenoptera","Apidae","Scaptotrigona","muelleri"," Scaptotrigona muelleri",8,"mono"
"Hymenoptera","Apidae","Scaptotrigona","fulgidus longiplumosis "," Scaptotrigona fulgidus longiplumosis ",13,"mono"
"Hymenoptera","Apidae","Scaptotrigona","smaragdula"," Scaptotrigona smaragdula",14,"mono"
"Hymenoptera","Apidae","Scaptotrigona","appendiculata"," Scaptotrigona appendiculata",16,"mono"
"Hymenoptera","Apidae","Scaptotrigona","babai"," Scaptotrigona babai",16,"mono"
"Hymenoptera","Apidae","Scaptotrigona","esakii"," Scaptotrigona esakii",16,"mono"
"Hymenoptera","Apidae","Scaptotrigona","fenestrata"," Scaptotrigona fenestrata",16,"mono"
"Hymenoptera","Apidae","Scaptotrigona","fenestrata "," Scaptotrigona fenestrata ",16,"mono"
"Hymenoptera","Apidae","Scaptotrigona","fulviventris"," Scaptotrigona fulviventris",16,"mono"
"Hymenoptera","Apidae","Scaptotrigona","violacea"," Scaptotrigona violacea",16,"mono"
"Hymenoptera","Apidae","Scaptotrigona","violacea"," Scaptotrigona violacea",16,"mono"
"Hymenoptera","Apidae","Scaptotrigona","acantha"," Scaptotrigona acantha",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","angustula"," Scaptotrigona angustula",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","angustula"," Scaptotrigona angustula",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","barrocoloralensis"," Scaptotrigona barrocoloralensis",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","chanchamayoensis"," Scaptotrigona chanchamayoensis",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","clavipes"," Scaptotrigona clavipes",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","dentipes"," Scaptotrigona dentipes",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","depilis"," Scaptotrigona depilis",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","fiebrigi "," Scaptotrigona fiebrigi ",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","flavipes"," Scaptotrigona flavipes",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","fuscipennis "," Scaptotrigona fuscipennis ",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","japonica"," Scaptotrigona japonica",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","latitarsis"," Scaptotrigona latitarsis",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","megastigmata"," Scaptotrigona megastigmata",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","okinawana"," Scaptotrigona okinawana",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","pectoralis barrocoloradensis "," Scaptotrigona pectoralis barrocoloradensis ",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","postica"," Scaptotrigona postica",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","quadripunctata"," Scaptotrigona quadripunctata",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","recursa"," Scaptotrigona recursa",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","sp.1"," Scaptotrigona sp.1",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","spinipes"," Scaptotrigona spinipes",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","spinipes"," Scaptotrigona spinipes",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","subterranea"," Scaptotrigona subterranea",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","xanthotricha"," Scaptotrigona xanthotricha",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","depilis","Scaptotrigona depilis",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","postica","Scaptotrigona postica",17,"mono"
"Hymenoptera","Apidae","Scaptotrigona","minangkabou"," Scaptotrigona minangkabou",20,"mono"
"Hymenoptera","Apidae","Svastra","obliqua expurgata ","Svastra obliqua expurgata ",21,"mono"
"Hymenoptera","Apidae","Trigona","fuscipennis","Trigona fuscipennis",17,"mono"
"Hymenoptera","Apidae","Trigona","spinipes","Trigona spinipes",17,"mono"
"Hymenoptera","Apidae","Trigona","staudingeri","Trigona staudingeri",17,"mono"
"Hymenoptera","Apidae","Trigona","subterranea","Trigona subterranea",17,"mono"
"Hymenoptera","Argidae","Arge","gracilicornis","Arge gracilicornis",8,"mono"
"Hymenoptera","Argidae","Arge","pagana","Arge pagana",8,"mono"
"Hymenoptera","Argidae","Arge","pectoralis","Arge pectoralis",8,"mono"
"Hymenoptera","Argidae","Arge","ustulata ","Arge ustulata ",8,"mono"
"Hymenoptera","Argidae","Arge","melanochroa ","Arge melanochroa ",10,"mono"
"Hymenoptera","Argidae","Arge","cyanocrocea","Arge cyanocrocea",11,"mono"
"Hymenoptera","Argidae","Arge","nigripes","Arge nigripes",13,"mono"
"Hymenoptera","Bethylidae","Laelius","utilis","Laelius utilis",10,"mono"
"Hymenoptera","Braconidae","Aphidius","rhopalosiphi","Aphidius rhopalosiphi",7,"mono"
"Hymenoptera","Braconidae","Cotesia","glomeratus","Cotesia glomeratus",12,"mono"
"Hymenoptera","Braconidae","Diaeretiella","rapae","Diaeretiella rapae",6,"mono"
"Hymenoptera","Braconidae","Heterospilus","prosopidis","Heterospilus prosopidis",17,"mono"
"Hymenoptera","Braconidae","Macrocentrus","thoracicus","Macrocentrus thoracicus",13,"mono"
"Hymenoptera","Braconidae","Meteorus","versicolor","Meteorus versicolor",8,"mono"
"Hymenoptera","Braconidae","Meteorus","gyrator","Meteorus gyrator",10,"mono"
"Hymenoptera","Braconidae","Meteorus","pallipes","Meteorus pallipes",10,"mono"
"Hymenoptera","Braconidae","Praon","abjectum","Praon abjectum",4,"mono"
"Hymenoptera","Cephidae","Cephus","cinctus ","Cephus cinctus ",9,"mono"
"Hymenoptera","Cephidae","Janus","integer","Janus integer",24,"mono"
"Hymenoptera","Chalcididae","Brachymeria","intermedia","Brachymeria intermedia",3,"mono"
"Hymenoptera","Chalcididae","Brachymeria","lasus","Brachymeria lasus",5,"mono"
"Hymenoptera","Chalcididae","Brachymeria","ovata","Brachymeria ovata",5,"mono"
"Hymenoptera","Chalcididae","Dirhinus","himalayanus","Dirhinus himalayanus",5,"mono"
"Hymenoptera","Cimbicidae","Abia","candens","Abia candens",16,"mono"
"Hymenoptera","Colletidae","Hylaeus","nippon","Hylaeus nippon",8,"mono"
"Hymenoptera","Colletidae","Hylaeus","transversali","Hylaeus transversali",8,"mono"
"Hymenoptera","Colletidae","Hylaeus","ellipticus","Hylaeus ellipticus",11,"mono"
"Hymenoptera","Colletidae","Hylaeus","stevensi ","Hylaeus stevensi ",14,"mono"
"Hymenoptera","Colletidae","Hylaeus","sp.1","Hylaeus sp.1",18,"mono"
"Hymenoptera","Colletidae","Hylaeus","sp.2","Hylaeus sp.2",28,"mono"
"Hymenoptera","Cynipidae","Andricus","curvator","Andricus curvator",10,"mono"
"Hymenoptera","Cynipidae","Andricus","fecundator","Andricus fecundator",10,"mono"
"Hymenoptera","Cynipidae","Andricus","kollari","Andricus kollari",10,"mono"
"Hymenoptera","Cynipidae","Andricus","quercuscalicis","Andricus quercuscalicis",10,"mono"
"Hymenoptera","Cynipidae","Aulacidea","hieracii","Aulacidea hieracii",10,"mono"
"Hymenoptera","Cynipidae","Cynips","divisa","Cynips divisa",10,"mono"
"Hymenoptera","Cynipidae","Cynips","erinacea","Cynips erinacea",12,"mono"
"Hymenoptera","Cynipidae","Diastrophus","nebulosus","Diastrophus nebulosus",10,"mono"
"Hymenoptera","Cynipidae","Diplolepis","elganteria","Diplolepis elganteria",9,"mono"
"Hymenoptera","Cynipidae","Diplolepis","nervosum","Diplolepis nervosum",9,"mono"
"Hymenoptera","Cynipidae","Diplolepis","spinosissimae","Diplolepis spinosissimae",9,"mono"
"Hymenoptera","Cynipidae","Diplolepis","rosae","Diplolepis rosae",11,"mono"
"Hymenoptera","Cynipidae","Xestophanes","potentillae","Xestophanes potentillae",10,"mono"
"Hymenoptera","Diprionidae","Neodiprion"," nanulus ","Neodiprion  nanulus ",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion"," sertifer ","Neodiprion  sertifer ",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","compar","Neodiprion compar",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","dubiosus ","Neodiprion dubiosus ",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","lecontei","Neodiprion lecontei",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","maurus","Neodiprion maurus",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","nigroscutum ","Neodiprion nigroscutum ",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","pinetum ","Neodiprion pinetum ",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","pratti banksianae ","Neodiprion pratti banksianae ",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","sp.1","Neodiprion sp.1",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","taedae taedae ","Neodiprion taedae taedae ",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","tsugae ","Neodiprion tsugae ",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","virginiana ","Neodiprion virginiana ",7,"mono"
"Hymenoptera","Diprionidae","Neodiprion","abietis","Neodiprion abietis",8,"mono"
"Hymenoptera","Diprionidae","Neodiprion","sp.2","Neodiprion sp.2",8,"mono"
"Hymenoptera","Diprionidae","Neodiprion","swainei ","Neodiprion swainei ",8,"mono"
"Hymenoptera","Encryrtidae","Ageniaspis","fuscicollis","Ageniaspis fuscicollis",10,"mono"
"Hymenoptera","Encryrtidae","Copidosoma","floridanum","Copidosoma floridanum",10,"mono"
"Hymenoptera","Encryrtidae","Copidosoma","truncatellum","Copidosoma truncatellum",10,"mono"
"Hymenoptera","Encryrtidae","Copidosoma","gelechiae","Copidosoma gelechiae",11,"mono"
"Hymenoptera","Encryrtidae","Copidosoma","buyssoni","Copidosoma buyssoni",12,"mono"
"Hymenoptera","Eulophidae","Melittobia","chalybii","Melittobia chalybii",5,"mono"
"Hymenoptera","Eulophidae","Tetrastichus","gigas","Tetrastichus gigas",6,"mono"
"Hymenoptera","Eulophidae","Tetrastichus","megachilidis","Tetrastichus megachilidis",6,"mono"
"Hymenoptera","Eumenidae","Ancistrocerus","adiabatus cytainus","Ancistrocerus adiabatus cytainus",6,"mono"
"Hymenoptera","Eumenidae","Ancistrocerus","densepilloserus","Ancistrocerus densepilloserus",6,"mono"
"Hymenoptera","Eumenidae","Ancistrocerus","spilogaster","Ancistrocerus spilogaster",6,"mono"
"Hymenoptera","Eumenidae","Ancistrocerus","simulator","Ancistrocerus simulator",7,"mono"
"Hymenoptera","Eumenidae","Ancistrocerus","tuberculiceps sutterianus ","Ancistrocerus tuberculiceps sutterianus ",10,"mono"
"Hymenoptera","Eupelmidae","Anastatus","catalonicus","Anastatus catalonicus",5,"mono"
"Hymenoptera","Eurytomidae","Eurytoma","californica","Eurytoma californica",10,"mono"
"Hymenoptera","Formicidae","Atta","bisphaerica","Atta bisphaerica",11,"mono"
"Hymenoptera","Formicidae","Atta","columbica","Atta columbica",11,"mono"
"Hymenoptera","Formicidae","Atta","laevigata","Atta laevigata",11,"mono"
"Hymenoptera","Formicidae","Atta","sexdens","Atta sexdens",11,"mono"
"Hymenoptera","Formicidae","Atta","cephalotes","Atta cephalotes",22,"mono"
"Hymenoptera","Formicidae","Camponotus","(Myrmanblys) sp1","Camponotus (Myrmanblys) sp1",9,"mono"
"Hymenoptera","Formicidae","Camponotus","sp.1","Camponotus sp.1",9,"mono"
"Hymenoptera","Formicidae","Camponotus","vitiosus","Camponotus vitiosus",9,"mono"
"Hymenoptera","Formicidae","Camponotus","crassus","Camponotus crassus",10,"mono"
"Hymenoptera","Formicidae","Camponotus","dolendus","Camponotus dolendus",10,"mono"
"Hymenoptera","Formicidae","Camponotus","mitis","Camponotus mitis",10,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-13","Camponotus sp, ANIC-13",10,"mono"
"Hymenoptera","Formicidae","Camponotus","sp. variegatus complex","Camponotus sp. variegatus complex",10,"mono"
"Hymenoptera","Formicidae","Camponotus","Taylori","Camponotus Taylori",12,"mono"
"Hymenoptera","Formicidae","Camponotus","japonicus","Camponotus japonicus",13,"mono"
"Hymenoptera","Formicidae","Camponotus","mus","Camponotus mus",13,"mono"
"Hymenoptera","Formicidae","Camponotus","variegatus","Camponotus variegatus",13,"mono"
"Hymenoptera","Formicidae","Camponotus","kiusiuensis","Camponotus kiusiuensis",14,"mono"
"Hymenoptera","Formicidae","Camponotus","lateralis","Camponotus lateralis",14,"mono"
"Hymenoptera","Formicidae","Camponotus","ligniperdus","Camponotus ligniperdus",14,"mono"
"Hymenoptera","Formicidae","Camponotus","obscuripes","Camponotus obscuripes",14,"mono"
"Hymenoptera","Formicidae","Camponotus","vagus","Camponotus vagus",14,"mono"
"Hymenoptera","Formicidae","Camponotus","compressus","Camponotus compressus",15,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-11","Camponotus sp, ANIC-11",16,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-5","Camponotus sp, ANIC-5",16,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-8","Camponotus sp, ANIC-8",16,"mono"
"Hymenoptera","Formicidae","Camponotus","foreli","Camponotus foreli",17,"mono"
"Hymenoptera","Formicidae","Camponotus","rufoglaucus ","Camponotus rufoglaucus ",18,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-9","Camponotus sp, ANIC-9",18,"mono"
"Hymenoptera","Formicidae","Camponotus","sp.5","Camponotus sp.5",18,"mono"
"Hymenoptera","Formicidae","Camponotus","cruentatus","Camponotus cruentatus",19,"mono"
"Hymenoptera","Formicidae","Camponotus","festinus","Camponotus festinus",19,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-12","Camponotus sp, ANIC-12",19,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-14","Camponotus sp, ANIC-14",19,"mono"
"Hymenoptera","Formicidae","Camponotus","sp.2","Camponotus sp.2",19,"mono"
"Hymenoptera","Formicidae","Camponotus","sp.4","Camponotus sp.4",19,"mono"
"Hymenoptera","Formicidae","Camponotus","atriceps","Camponotus atriceps",20,"mono"
"Hymenoptera","Formicidae","Camponotus","balzani","Camponotus balzani",20,"mono"
"Hymenoptera","Formicidae","Camponotus","bonariensis","Camponotus bonariensis",20,"mono"
"Hymenoptera","Formicidae","Camponotus","caryae","Camponotus caryae",20,"mono"
"Hymenoptera","Formicidae","Camponotus","cingulatus","Camponotus cingulatus",20,"mono"
"Hymenoptera","Formicidae","Camponotus","crassisquamis","Camponotus crassisquamis",20,"mono"
"Hymenoptera","Formicidae","Camponotus","parius","Camponotus parius",20,"mono"
"Hymenoptera","Formicidae","Camponotus","punctulatus","Camponotus punctulatus",20,"mono"
"Hymenoptera","Formicidae","Camponotus","rufipes ","Camponotus rufipes ",20,"mono"
"Hymenoptera","Formicidae","Camponotus","sericeiventris","Camponotus sericeiventris",20,"mono"
"Hymenoptera","Formicidae","Camponotus","sp.3","Camponotus sp.3",20,"mono"
"Hymenoptera","Formicidae","Camponotus","sp.6","Camponotus sp.6",20,"mono"
"Hymenoptera","Formicidae","Camponotus","sylvaticus","Camponotus sylvaticus",20,"mono"
"Hymenoptera","Formicidae","Camponotus","thraso","Camponotus thraso",20,"mono"
"Hymenoptera","Formicidae","Camponotus","aethiops","Camponotus aethiops",21,"mono"
"Hymenoptera","Formicidae","Camponotus","alii","Camponotus alii",21,"mono"
"Hymenoptera","Formicidae","Camponotus","femoratus","Camponotus femoratus",22,"mono"
"Hymenoptera","Formicidae","Camponotus","sericeus","Camponotus sericeus",22,"mono"
"Hymenoptera","Formicidae","Camponotus","consobrinus","Camponotus consobrinus",23,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-1","Camponotus sp, ANIC-1",23,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-10","Camponotus sp, ANIC-10",23,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-2","Camponotus sp, ANIC-2",23,"mono"
"Hymenoptera","Formicidae","Camponotus","sp, ANIC-3","Camponotus sp, ANIC-3",24,"mono"
"Hymenoptera","Formicidae","Camponotus","pilicornis","Camponotus pilicornis",25,"mono"
"Hymenoptera","Formicidae","Camponotus","sp. (impressus group)","Camponotus sp. (impressus group)",26,"mono"
"Hymenoptera","Formicidae","Cyphomyrmex","costatus","Cyphomyrmex costatus",10,"mono"
"Hymenoptera","Formicidae","Cyphomyrmex","cornutus","Cyphomyrmex cornutus",11,"mono"
"Hymenoptera","Formicidae","Cyphomyrmex","rimosus","Cyphomyrmex rimosus",16,"mono"
"Hymenoptera","Formicidae","Linepithema","humile","Linepithema humile",8,"mono"
"Hymenoptera","Formicidae","Linepithema","pilifer","Linepithema pilifer",9,"mono"
"Hymenoptera","Formicidae","Linepithema","sp.1","Linepithema sp.1",9,"mono"
"Hymenoptera","Formicidae","Messor","andrei","Messor andrei",20,"mono"
"Hymenoptera","Formicidae","Messor","sp.1","Messor sp.1",20,"mono"
"Hymenoptera","Formicidae","Messor","barbarus","Messor barbarus",21,"mono"
"Hymenoptera","Formicidae","Messor","aciculatus","Messor aciculatus",22,"mono"
"Hymenoptera","Formicidae","Monomorium","dichroum","Monomorium dichroum",8,"mono"
"Hymenoptera","Formicidae","Monomorium","orientale","Monomorium orientale",10,"mono"
"Hymenoptera","Formicidae","Monomorium","indicum ","Monomorium indicum ",11,"mono"
"Hymenoptera","Formicidae","Monomorium","minimum","Monomorium minimum",11,"mono"
"Hymenoptera","Formicidae","Monomorium","pharaonis","Monomorium pharaonis",11,"mono"
"Hymenoptera","Formicidae","Monomorium","rothsteini ","Monomorium rothsteini ",11,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.1","Monomorium sp.1",11,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.11","Monomorium sp.11",11,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.12","Monomorium sp.12",11,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.4","Monomorium sp.4",11,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.5","Monomorium sp.5",11,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.6","Monomorium sp.6",11,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.7","Monomorium sp.7",11,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.8","Monomorium sp.8",11,"mono"
"Hymenoptera","Formicidae","Monomorium","viride","Monomorium viride",11,"mono"
"Hymenoptera","Formicidae","Monomorium","whitei","Monomorium whitei",12,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.3","Monomorium sp.3",16,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.9","Monomorium sp.9",17,"mono"
"Hymenoptera","Formicidae","Monomorium","subopacum","Monomorium subopacum",17,"mono"
"Hymenoptera","Formicidae","Monomorium","glabrum","Monomorium glabrum",19,"mono"
"Hymenoptera","Formicidae","Monomorium","scabriceps","Monomorium scabriceps",19,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.10","Monomorium sp.10",19,"mono"
"Hymenoptera","Formicidae","Monomorium","sp.2","Monomorium sp.2",21,"mono"
"Hymenoptera","Formicidae","Monomorium","latinode","Monomorium latinode",35,"mono"
"Hymenoptera","Formicidae","Myrmica","lobicornis","Myrmica lobicornis",12,"mono"
"Hymenoptera","Formicidae","Myrmica","scabrinodis","Myrmica scabrinodis",22,"mono"
"Hymenoptera","Formicidae","Myrmica","sabuleti","Myrmica sabuleti",23,"mono"
"Hymenoptera","Formicidae","Myrmica","schencki","Myrmica schencki",23,"mono"
"Hymenoptera","Formicidae","Myrmica","rubra","Myrmica rubra",24,"mono"
"Hymenoptera","Formicidae","Myrmica","ruginodis","Myrmica ruginodis",24,"mono"
"Hymenoptera","Formicidae","Myrmica","sulcinodis","Myrmica sulcinodis",26,"mono"
"Hymenoptera","Formicidae","Neivamyrmex","texanus","Neivamyrmex texanus",18,"mono"
"Hymenoptera","Formicidae","Odontomachus","rixosus ","Odontomachus rixosus ",15,"mono"
"Hymenoptera","Formicidae","Odontomachus","latidens","Odontomachus latidens",16,"mono"
"Hymenoptera","Formicidae","Odontomachus","chelifer","Odontomachus chelifer",22,"mono"
"Hymenoptera","Formicidae","Odontomachus","hastatus","Odontomachus hastatus",22,"mono"
"Hymenoptera","Formicidae","Odontomachus","meinerti","Odontomachus meinerti",22,"mono"
"Hymenoptera","Formicidae","Odontomachus","scalptus","Odontomachus scalptus",22,"mono"
"Hymenoptera","Formicidae","Odontomachus","simillimus","Odontomachus simillimus",22,"mono"
"Hymenoptera","Formicidae","Odontomachus","sp, ANIC-1","Odontomachus sp, ANIC-1",22,"mono"
"Hymenoptera","Formicidae","Odontomachus","sp.1","Odontomachus sp.1",22,"mono"
"Hymenoptera","Formicidae","Pachycondyla","stigma","Pachycondyla stigma",6,"mono"
"Hymenoptera","Formicidae","Pachycondyla","unidentata","Pachycondyla unidentata",6,"mono"
"Hymenoptera","Formicidae","Pachycondyla","succedanea","Pachycondyla succedanea",7,"mono"
"Hymenoptera","Formicidae","Pachycondyla","leeuwenhoeki","Pachycondyla leeuwenhoeki",8,"mono"
"Hymenoptera","Formicidae","Pachycondyla","lutea","Pachycondyla lutea",8,"mono"
"Hymenoptera","Formicidae","Pachycondyla","chinensis","Pachycondyla chinensis",11,"mono"
"Hymenoptera","Formicidae","Pachycondyla","luteipes","Pachycondyla luteipes",11,"mono"
"Hymenoptera","Formicidae","Pachycondyla","sp.1","Pachycondyla sp.1",11,"mono"
"Hymenoptera","Formicidae","Pachycondyla","sp.5","Pachycondyla sp.5",11,"mono"
"Hymenoptera","Formicidae","Pachycondyla","sp.7","Pachycondyla sp.7",11,"mono"
"Hymenoptera","Formicidae","Pachycondyla","arhuaca","Pachycondyla arhuaca",12,"mono"
"Hymenoptera","Formicidae","Pachycondyla","carinulata","Pachycondyla carinulata",12,"mono"
"Hymenoptera","Formicidae","Pachycondyla","goeldii","Pachycondyla goeldii",12,"mono"
"Hymenoptera","Formicidae","Pachycondyla","crenata","Pachycondyla crenata",13,"mono"
"Hymenoptera","Formicidae","Pachycondyla","curvinodis","Pachycondyla curvinodis",13,"mono"
"Hymenoptera","Formicidae","Pachycondyla","mesonotalis","Pachycondyla mesonotalis",13,"mono"
"Hymenoptera","Formicidae","Pachycondyla","moesta","Pachycondyla moesta",13,"mono"
"Hymenoptera","Formicidae","Pachycondyla","sp.6","Pachycondyla sp.6",14,"mono"
"Hymenoptera","Formicidae","Pachycondyla","subversa","Pachycondyla subversa",14,"mono"
"Hymenoptera","Formicidae","Pachycondyla","tridentata","Pachycondyla tridentata",14,"mono"
"Hymenoptera","Formicidae","Pachycondyla","constricta","Pachycondyla constricta",15,"mono"
"Hymenoptera","Formicidae","Pachycondyla","gilberti","Pachycondyla gilberti",15,"mono"
"Hymenoptera","Formicidae","Pachycondyla","inversa ","Pachycondyla inversa ",15,"mono"
"Hymenoptera","Formicidae","Pachycondyla","villosa","Pachycondyla villosa",17,"mono"
"Hymenoptera","Formicidae","Pachycondyla","rubra","Pachycondyla rubra",18,"mono"
"Hymenoptera","Formicidae","Pachycondyla","sp.8","Pachycondyla sp.8",18,"mono"
"Hymenoptera","Formicidae","Pachycondyla","sp.9","Pachycondyla sp.9",18,"mono"
"Hymenoptera","Formicidae","Pachycondyla","sp.2","Pachycondyla sp.2",19,"mono"
"Hymenoptera","Formicidae","Pachycondyla","apicalis","Pachycondyla apicalis",20,"mono"
"Hymenoptera","Formicidae","Pachycondyla","astuta","Pachycondyla astuta",20,"mono"
"Hymenoptera","Formicidae","Pachycondyla","sp.3","Pachycondyla sp.3",22,"mono"
"Hymenoptera","Formicidae","Pachycondyla","marginata","Pachycondyla marginata",23,"mono"
"Hymenoptera","Formicidae","Pachycondyla","rufipes ","Pachycondyla rufipes ",24,"mono"
"Hymenoptera","Formicidae","Pachycondyla","sp.10","Pachycondyla sp.10",24,"mono"
"Hymenoptera","Formicidae","Pachycondyla","venusta","Pachycondyla venusta",24,"mono"
"Hymenoptera","Formicidae","Pachycondyla","sp.11","Pachycondyla sp.11",26,"mono"
